date,btc,eth,bnb,usdt,ada,xrp,doge,ltc,trx,link,bch,xlm,etc,xmr,eos,lrc,zec,waves,bat,dash,dcr,xem,miota,neo,sc,bnt,btg,zrx,storj,dgb,sys,lsk,snt,cvc,usd,sp500
2020-01-17 15:00:00+00:00,8843.1045,168.20726,17.77529,1.0000913,.043019675,.23460594,.0023718202,59.461742,.017343827,2.720329,343.7836,.057151783,10.784812,65.977547,3.863976,.024893446,53.795696,.88046116,.22501121,119.17756,20.209944,.036290079,.23257658,11.41985,.0015619632,.22873038,12.414591,.24896473,.11077065,.0068199122,.022010611,.72259784,.010474088,.021189846,97.589996,3326.29
2020-01-17 16:00:00+00:00,8885.3711,169.74554,17.919807,1.001863,.043507624,.23583244,.0023930799,60.956512,.017600788,2.7260704,355.72351,.057899453,11.499999,67.998749,3.941751,.025111461,62.411324,.88322294,.22540453,117.40654,19.890327,.039658822,.23560612,11.601581,.0015707001,.22952607,12.67585,.25398555,.11134715,.0067683188,.02223531,.76733208,.01054928,.021331862,97.613998,3321.1001
2020-01-17 17:00:00+00:00,8875.2422,169.65807,17.955044,.99957985,.044078324,.23705092,.0023937419,61.191696,.017831167,2.7231426,357.45276,.059812956,11.625672,70.182724,3.9226584,.025047768,62.491264,.88435107,.22877534,118.22871,20.023937,.039630577,.2357251,11.653481,.0015765098,.22315991,12.635045,.25288317,.10974114,.0067414544,.024242572,.79257017,.010491886,.021323172,97.615997,3325.95
2020-01-17 18:00:00+00:00,8918.6348,171.98227,18.070976,1.0015626,.045178246,.24149792,.0024149243,62.290825,.017923146,2.7534006,360.87491,.061830916,11.708778,71.702827,4.0289006,.025217911,63.0508,.88933766,.22985417,118.74109,20.274006,.037217937,.23767275,11.674656,.0015916709,.23075353,12.494043,.25875151,.11122376,.0067258794,.024224561,.78827649,.010485872,.021359233,97.607002,3324.3501
2020-01-17 19:00:00+00:00,8872.1182,169.07585,17.883665,1.0001889,.044261876,.23640561,.0025063069,61.176098,.017499058,2.6701598,364.46225,.059493192,10.231544,68.431717,3.8166647,.02475415,60.087639,.88907224,.22465409,114.88815,20.435278,.039508719,.22837786,11.509459,.0015722127,.2296626,12.378342,.25340548,.10985532,.0067425962,.023502603,.77622205,.010530998,.021387683,97.606003,3324.2
2020-01-17 20:00:00+00:00,8893.4102,169.47903,18.00844,1.0022813,.04496057,.23695163,.002480791,60.93222,.017584747,2.6860292,367.80618,.060559001,10.242868,68.276146,3.8622098,.024952687,61.673092,.89192069,.22739471,112.99704,20.478643,.040423766,.2314893,11.667959,.001586128,.22400391,12.628061,.25690326,.11001106,.0068668853,.023555093,.77463025,.010505625,.021784239,97.615997,3324.27
2020-01-17 21:00:00+00:00,8902.0664,170.78026,17.978916,.99939084,.045144752,.23861651,.0024570748,60.991005,.017585272,2.6664021,366.58801,.060482886,10.194684,67.919922,3.8775032,.025039498,59.379051,.89346182,.22689193,111.3579,20.545639,.040317003,.23351651,11.634701,.0015801791,.2244904,12.438383,.2579152,.11082403,.0068566385,.023077765,.77164149,.010450166,.021486603,97.634003,3329.1499
2020-01-21 15:00:00+00:00,8675.5244,169.0341,17.778608,1.0030531,.04599734,.23650394,.0023716388,57.547924,.017120283,2.6966007,341.32846,.062377609,8.8795967,66.374054,3.6396577,.0255039,53.212055,.8846153,.222311,111.43258,19.498592,.038062498,.24500449,11.18631,.0015663814,.21872832,11.164433,.23906766,.11580569,.0066925413,.022020953,.70788723,.010616168,.030034244,97.516998,3321.5
2020-01-21 16:00:00+00:00,8648.0625,167.69518,17.671366,1.0004454,.045575079,.23490103,.0023647926,57.295303,.017054917,2.6678691,337.74799,.062096473,8.8244543,66.148659,3.6208289,.025427897,52.440258,.87913573,.22085808,109.87823,19.288679,.038038723,.24577726,11.088841,.0015677619,.21790454,11.132701,.23947601,.11368146,.0067056376,.022019159,.69848412,.010569908,.029986281,97.547997,3325.3301
2020-01-21 17:00:00+00:00,8649.7754,168.06052,17.744808,1.0006381,.045726731,.23447643,.0023697857,57.413361,.017167564,2.6730609,339.2623,.062693357,8.848527,65.77478,3.6365747,.025269674,52.433212,.87242436,.21977141,110.40446,19.313129,.038031001,.24607241,11.140852,.0015617918,.21830127,11.107425,.23796582,.11333193,.0067497836,.021785092,.69587886,.010612608,.030321,97.568001,3328.22
2020-01-21 18:00:00+00:00,8635.3809,167.27539,17.760845,1.0005785,.045270916,.23401511,.002360025,57.106556,.017112914,2.6630421,337.74817,.063299567,8.8309269,65.474899,3.616266,.025136679,52.243237,.87057346,.21867724,109.03086,19.220617,.03795528,.2443656,11.024981,.0015594311,.21775216,11.013055,.23888323,.11290383,.0067057409,.021793103,.69050902,.010574023,.028212482,97.538002,3323.5801
2020-01-21 19:00:00+00:00,8546.6006,165.81972,17.651119,1.0005826,.044619612,.23158932,.002335021,56.316864,.016912771,2.5941186,334.90656,.062390532,8.7312222,64.40538,3.5696547,.024999583,51.472824,.86366051,.21514168,106.56532,19.119761,.037397169,.24163164,10.912286,.0015435587,.21539409,10.713111,.2343425,.11171854,.0066397861,.021591386,.68121445,.010478774,.028539758,97.530998,3320.21
2020-01-21 20:00:00+00:00,8694.0137,168.33243,18.028343,.9996798,.045723472,.23637523,.0023585451,57.507164,.017163498,2.6592252,342.2536,.063035287,8.9259148,66.022118,3.6311176,.025264362,52.836075,.86765355,.21930842,109.769,19.254169,.037880391,.24793416,11.109818,.0015592421,.21874866,11.148671,.23790739,.11787307,.0067415531,.02192539,.70318776,.010584822,.028298695,97.587997,3323.99
2020-01-21 21:00:00+00:00,8738.8818,169.35796,17.997633,1.0010234,.045715157,.23756532,.0023643172,57.447647,.017227124,2.6762297,342.23627,.063068934,8.9378223,65.79306,3.6491377,.025333792,53.054722,.87171656,.22075638,109.86463,19.31089,.038104702,.25046644,11.134087,.0015656353,.22032416,11.14952,.23825474,.11461808,.00681125,.02207466,.7117703,.010670708,.028373983,97.616997,3320.95
2020-01-22 15:00:00+00:00,8661.9248,167.6974,17.704788,1.0009785,.045568604,.23537777,.0023478919,58.085171,.017175313,2.6382957,342.81909,.061929438,9.1201954,64.942467,3.6444607,.025260122,52.007801,.8606025,.21895257,108.30466,18.853626,.040047921,.24594192,11.269898,.0015635622,.2194193,10.764219,.24225585,.1191815,.0066121817,.022071125,.71818131,.010846108,.025440212,97.609001,3335.4299
2020-01-22 16:00:00+00:00,8686.9258,168.55258,17.755093,1.0014293,.045761421,.23705772,.0023541306,58.409092,.017259937,2.6527174,345.28296,.061793361,9.2841711,65.287964,3.6781917,.025513994,52.337132,.86093754,.21988769,108.3961,18.835579,.040518597,.24803196,11.330486,.0015860286,.22030225,10.811297,.24285895,.11999008,.0066351839,.022258624,.71605766,.010948891,.025578026,97.575996,3328.22
2020-01-22 17:00:00+00:00,8685.6035,168.40048,17.750252,1.0003709,.045768153,.23677039,.0023543958,58.24221,.017249204,2.6435504,345.7836,.060920373,9.2913456,64.949432,3.6630449,.025444735,52.305225,.86210066,.21950342,107.85245,18.81658,.041115258,.24781203,11.328236,.0015870718,.22026007,10.723171,.24467422,.12083832,.0066554924,.022348111,.72402388,.010968427,.025451979,97.577003,3325.6399
